ID,Make,Model,Model Version,Price,Mileage,Gearbox,First Registration,Fuel Type,Power,Seller,Gears,Engine Size,Cylinders,Weight,Other Fuel Types,Fuel Consumption,CO2 Emissions,Emission Class,Electric Range,Electric Consumption,Link,Data,Site,Portugal
40d085393e944fcc982834e86659f27b,Audi,A3,1.4 TFSI +Klimaautomatik+PDC+Alu+Bluetooth+++,"€ 14,200.-","99,500 km",Manual,09/2015,Gasoline,92 kW (125 hp),Dealer,,"1,395 cc",,,,5.3 l/100 km (comb.),126 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/audi-a3-1-4-tfsi-klimaautomatik-pdc-alu-bluetooth-gasoline-silver-40d08539-3e94-4fcc-9828-34e86659f27b,2024-03-27,AutoScout24,No
83d230b57af94873a6cb894710a112a3,Audi,A3,"30 TFSI Sportback 2018 Euro6❕ Xenon, trekhaak❗","€ 14,990.-","100,000 km",Manual,11/2018,Gasoline,85 kW (116 hp),Dealer,6,999 cc,3,"1,275 kg",,4.8 l/100 km (comb.),109 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/audi-a3-30-tfsi-sportback-2018-euro6-xenon-trekhaak-gasoline-grey-83d230b5-7af9-4873-a6cb-894710a112a3,2024-03-27,AutoScout24,No
555a2085efd94651856770fc20ea7e1b,Land Rover,Discovery Sport,2.0 td4 HSE Luxury awd 150cv,"€ 12,900.-","114,000 km",Automatic,03/2016,Diesel,110 kW (150 hp),Dealer,6,"1,999 cc",4,"1,775 kg",,5.1 l/100 km (comb.),,,,,https://www.autoscout24.com/offers/land-rover-discovery-sport-2-0-td4-hse-luxury-awd-150cv-diesel-black-555a2085-efd9-4651-8567-70fc20ea7e1b,2024-03-27,AutoScout24,No
becf75a708d341d19c3051ca38538dd1,Mazda,CX-3,Sports-Line AWD Navi Head-Up RFK AHK LED,"€ 13,999.-","81,985 km",Manual,07/2015,Gasoline,110 kW (150 hp),Dealer,,"1,998 cc",,,,6.4 l/100 km (comb.),150 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mazda-cx-3-sports-line-awd-navi-head-up-rfk-ahk-led-gasoline-red-becf75a7-08d3-41d1-9c30-51ca38538dd1,2024-03-27,AutoScout24,No
81c22acbd342479690eabda30591628d,Audi,A3,A3 Sportback 2.0 tdi Ambition,"€ 12,899.-","140,000 km",Manual,06/2014,Diesel,110 kW (150 hp),Dealer,6,"1,968 cc",4,"1,385 kg",,4.2 l/100 km (comb.),108 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/audi-a3-a3-sportback-2-0-tdi-ambition-diesel-bronze-81c22acb-d342-4796-90ea-bda30591628d,2024-03-27,AutoScout24,No
01c094e13bfb426ea574b27ee9dc41ae,BMW,118,118d 5p. Urban,"€ 14,000.-","134,000 km",Automatic,02/2017,Diesel,110 kW (150 hp),Dealer,8,"1,995 cc",4,,,4.1 l/100 km (comb.),109 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/bmw-118-118d-5p-urban-diesel-white-01c094e1-3bfb-426e-a574-b27ee9dc41ae,2024-03-27,AutoScout24,No
ee86ed9a66ae4e86b804cedc5043595e,BMW,316,iA Break Sportline/Leder/Navi/Cruise/Bluetooth,"€ 14,995.-","122,000 km",Automatic,04/2014,Gasoline,100 kW (136 hp),Dealer,8,"1,598 cc",4,"1,545 kg",,6.2 l/100 km (comb.),143 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/bmw-316-ia-break-sportline-leder-navi-cruise-bluetooth-gasoline-grey-ee86ed9a-66ae-4e86-b804-cedc5043595e,2024-03-27,AutoScout24,No
421e54f2c20d4018a9b1bca6dc638580,Volkswagen,Golf,1.4 TSI Join *GARANTIE 12MOIS*1ER PROPRIETAIRE,"€ 12,990.-","141,000 km",Manual,08/2018,Gasoline,92 kW (125 hp),Dealer,6,"1,395 cc",4,"1,246 kg",,5.2 l/100 km (comb.),120 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volkswagen-golf-1-4-tsi-join-garantie-12mois-1er-proprietaire-gasoline-grey-421e54f2-c20d-4018-a9b1-bca6dc638580,2024-03-27,AutoScout24,No
801a8faee6454bb5a1c392bec0e83234,BMW,118,PACK M//LED//BOITE AUTO//GARANTIE,"€ 11,900.-","147,145 km",Automatic,03/2014,Diesel,105 kW (143 hp),Dealer,6,"1,995 cc",4,"1,395 kg",,4.1 l/100 km (comb.),109 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/bmw-118-pack-m-led-boite-auto-garantie-diesel-black-801a8fae-e645-4bb5-a1c3-92bec0e83234,2024-03-27,AutoScout24,No
a7375148e7e54b8bab2997ded0954c99,Audi,TT,1.8 TFSI Benzine - Airco - Topstaat! 1Ste Eig!,"€ 14,990.-","122,761 km",Manual,05/2014,Gasoline,118 kW (160 hp),Dealer,6,"1,798 cc",4,,,,149 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/audi-tt-1-8-tfsi-benzine-airco-topstaat-1ste-eig-gasoline-grey-a7375148-e7e5-4b8b-ab29-97ded0954c99,2024-03-27,AutoScout24,No
057e58b720c14086b2c9dbf29a5ad952,Audi,A3,1.0 TFSI Sportback ° met Leder,"€ 14,950.-","100,000 km",Manual,06/2018,Gasoline,85 kW (116 hp),Dealer,6,999 cc,3,"1,255 kg",,4.5 l/100 km (comb.),104 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/audi-a3-1-0-tfsi-sportback--met-leder-gasoline-grey-057e58b7-20c1-4086-b2c9-dbf29a5ad952,2024-03-27,AutoScout24,No
c88bbcece8f54e5984be68a8fc1d6e9a,Audi,A3,1.6 TDi Sportback *GPS*CLIM*ATTACHE REMORQUE*,"€ 13,099.-","130,000 km",Manual,12/2014,Diesel,77 kW (105 hp),Dealer,7,"1,598 cc",4,"1,405 kg",,3.9 l/100 km (comb.),,,,,https://www.autoscout24.com/offers/audi-a3-1-6-tdi-sportback-gps-clim-attache-remorque-diesel-grey-c88bbcec-e8f5-4e59-84be-68a8fc1d6e9a,2024-03-27,AutoScout24,No
95ea00817ef444e2804b535e69bc5a5a,BMW,X1,2.0i sDrive18 *GPS*CAPTEURS*GARANTIE 12 MOIS,"€ 12,490.-","103,000 km",Manual,02/2014,Gasoline,110 kW (150 hp),Dealer,6,"1,995 cc",4,"1,505 kg",,7.7 l/100 km (comb.),180 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/bmw-x1-2-0i-sdrive18-gps-capteurs-garantie-12-mois-gasoline-black-95ea0081-7ef4-44e2-804b-535e69bc5a5a,2024-03-27,AutoScout24,No
54311941d1f0491f9f523c83b4949ba9,Volvo,V40,V40 1.6 d2 Business Edition,"€ 8,900.-","127,000 km",Manual,11/2014,Diesel,84 kW (114 hp),Dealer,6,"1,560 cc",4,"1,366 kg",,3.7 l/100 km (comb.),96 g/km (comb.),,,,https://www.autoscout24.com/offers/volvo-v40-v40-1-6-d2-business-edition-diesel-white-54311941-d1f0-491f-9f52-3c83b4949ba9,2024-03-27,AutoScout24,No
92db8abe375744fb91571c274e7e610b,Audi,A3,S line Sportpaket|NAVI|LEDER|PDC|SHZ|18 ALU,"€ 13,990.-","150,000 km",Automatic,12/2014,Gasoline,92 kW (125 hp),Dealer,7,"1,395 cc",4,"1,225 kg",,4.9 l/100 km (comb.),114 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/audi-a3-s-line-sportpaket-navi-leder-pdc-shz-18-alu-gasoline-black-92db8abe-3757-44fb-9157-1c274e7e610b,2024-03-27,AutoScout24,No
d3eefb731f3a4e06b4d6c176d6ebce0f,Volkswagen,Golf,1.6TDI 105pk R-Line | Alcantara |Navi | ParkAssist,"€ 13,999.-","129,561 km",Manual,03/2015,Diesel,77 kW (105 hp),Dealer,5,"1,598 cc",4,"1,295 kg",,3.8 l/100 km (comb.),99 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/volkswagen-golf-1-6tdi-105pk-r-line-alcantara-navi-parkassist-diesel-black-d3eefb73-1f3a-4e06-b4d6-c176d6ebce0f,2024-03-27,AutoScout24,No
e20332153bf846229c484a28192a2976,Volkswagen,Passat CC,1.4 TSI Benzine - Airco - PDC - GPS - Topstaat!,"€ 12,990.-","101,270 km",Manual,06/2015,Gasoline,118 kW (160 hp),Dealer,6,"1,390 cc",4,,,,,Euro 5,,,https://www.autoscout24.com/offers/volkswagen-passat-cc-1-4-tsi-benzine-airco-pdc-gps-topstaat-gasoline-brown-e2033215-3bf8-4622-9c48-4a28192a2976,2024-03-27,AutoScout24,No
c41f1ef188084341a384e0a85a1585bc,Mercedes-Benz,A 160,1.5 D 95pk Business SPORT '14 euro 5 (15253),"€ 12,890.-","99,985 km",Manual,05/2014,Diesel,66 kW (90 hp),Dealer,6,"1,461 cc",4,"1,395 kg",,4 l/100 km (comb.),102 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/mercedes-benz-a-160-1-5-d-95pk-business-sport-14-euro-5-15253-diesel-black-c41f1ef1-8808-4341-a384-e0a85a1585bc,2024-03-27,AutoScout24,No
a607b91a9c4f400b8427d9a3dae21764,Jaguar,XF,Prestige,"€ 14,990.-1","84,317 km",Manual,10/2016,Diesel,120 kW (163 hp),Dealer,6,"1,999 cc",,,,,104 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/jaguar-xf-prestige-diesel-brown-a607b91a-9c4f-400b-8427-d9a3dae21764,2024-03-27,AutoScout24,No
fabf1f05a0f14f9b8e35bec6233772ff,Mazda,CX-3,AWD*Navi*Headup*Hagelschaden,"€ 14,999.-","19,500 km",Manual,09/2017,Gasoline,110 kW (150 hp),Dealer,,"1,998 cc",,,,6.4 l/100 km (comb.),150 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mazda-cx-3-awd-navi-headup-hagelschaden-gasoline-black-fabf1f05-a0f1-4f9b-8e35-bec6233772ff,2024-03-27,AutoScout24,No
325e9cd0798947968ede6fefd3f75315,SEAT,Leon,2.0 CR TDi Xcellence 150Ch/ Garantie 12 Mois,"€ 13,990.-","115,000 km",Manual,04/2017,Diesel,110 kW (150 hp),Dealer,6,"1,968 cc",4,"1,305 kg",,4.4 l/100 km (comb.),112 g/km (comb.),Euro 6d-TEMP,,,https://www.autoscout24.com/offers/seat-leon-2-0-cr-tdi-xcellence-150ch-garantie-12-mois-diesel-red-325e9cd0-7989-4796-8ede-6fefd3f75315,2024-03-27,AutoScout24,No
d056acc78dea41cdafc206e67308fa9d,Mazda,CX-3,2.0i SKYACTIV-G 2WD Skydrive,"€ 14,990.-","74,529 km",Manual,05/2017,Gasoline,88 kW (120 hp),Dealer,6,"1,998 cc",4,"1,155 kg",,5.9 l/100 km (comb.),137 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mazda-cx-3-2-0i-skyactiv-g-2wd-skydrive-gasoline-grey-d056acc7-8dea-41cd-afc2-06e67308fa9d,2024-03-27,AutoScout24,No
a0cc5459935d4d70a8bc83bedf34cd93,Volvo,V40 Cross Country,D3 Geartronic Momentum,"€ 14,980.-","141,122 km",Automatic,03/2017,Diesel,110 kW (150 hp),Dealer,6,"1,969 cc",4,"1,592 kg",,4 l/100 km (comb.),105 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volvo-v40-cross-country-d3-geartronic-momentum-diesel-blue-a0cc5459-935d-4d70-a8bc-83bedf34cd93,2024-03-27,AutoScout24,No
b5ad79b8dc134ba1ac41d901a90a0f9c,Audi,A3,1.0 TFSI ESSENCE 116 CV,"€ 14,950.-","137,131 km",Manual,04/2017,Gasoline,85 kW (116 hp),Dealer,6,999 cc,3,"1,260 kg",,4.9 l/100 km (comb.),106 g/km (comb.),,,,https://www.autoscout24.com/offers/audi-a3-1-0-tfsi-essence-116-cv-gasoline-black-b5ad79b8-dc13-4ba1-ac41-d901a90a0f9c,2024-03-27,AutoScout24,No
b6426eb9d118401fbe94c07fca7124de,BMW,318,D Touring Business Advantage EU6,"€ 14,900.-","75,800 km",Manual,12/2015,Diesel,110 kW (150 hp),Dealer,6,"2,000 cc",,"1,575 kg",,4.3 l/100 km (comb.),112 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/bmw-318-d-touring-business-advantage-eu6-diesel-silver-b6426eb9-d118-401f-be94-c07fca7124de,2024-03-27,AutoScout24,No
61fbc9f80a0242cea9f0e71f91307d97,Volvo,V40,2.0 D2 R-Design Geartronic Harman Kardon LED GPS,"€ 14,900.-","142,000 km",Automatic,10/2016,Diesel,88 kW (120 hp),Dealer,6,"1,969 cc",4,"1,577 kg",,3.9 l/100 km (comb.),104 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volvo-v40-2-0-d2-r-design-geartronic-harman-kardon-led-gps-diesel-blue-61fbc9f8-0a02-42ce-a9f0-e71f91307d97,2024-03-27,AutoScout24,No
f1b15bf6cec546198386bec4a9fdddd7,Volkswagen,Passat Variant,1.6tdi! Topstaat*Airco*Leder*Navi*Euro6b*Garantie!,"€ 12,999.-","139,574 km",Manual,04/2017,Diesel,88 kW (120 hp),Dealer,6,"1,598 cc",4,"1,505 kg",,3.8 l/100 km (comb.),107 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volkswagen-passat-variant-1-6tdi-topstaat-airco-leder-navi-euro6b-garantie-diesel-silver-f1b15bf6-cec5-4619-8386-bec4a9fdddd7,2024-03-27,AutoScout24,No
15ddb12999694505b3e035b8bf7b1b97,Mercedes-Benz,A 180,|NAVI|LED|PDC|SHZ|17 ALU,"€ 14,999.-","96,600 km",Manual,10/2016,Gasoline,90 kW (122 hp),Dealer,6,"1,595 cc",4,"1,370 kg",,5.6 l/100 km (comb.),131 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mercedes-benz-a-180-navi-led-pdc-shz-17-alu-gasoline-grey-15ddb129-9969-4505-b3e0-35b8bf7b1b97,2024-03-27,AutoScout24,No
9e15750fe7f14620b5956e088345c4f9,Renault,Megane,Sporter 1.5 dci energy Business 110cv,"€ 9,700.-","79,000 km",Manual,03/2018,Diesel,81 kW (110 hp),Dealer,6,"1,461 cc",4,"1,325 kg",,3.7 l/100 km (comb.),,,,,https://www.autoscout24.com/offers/renault-megane-sporter-1-5-dci-energy-business-110cv-diesel-grey-9e15750f-e7f1-4620-b595-6e088345c4f9,2024-03-27,AutoScout24,No
e21578c02fea4e86acff4cd12d6fe1bf,Audi,A4,"Avant S line plus,T.Leder,Navi,Xenon,SH,19""LM","€ 13,900.-","119,030 km",Manual,04/2014,Gasoline,125 kW (170 hp),Dealer,,"1,798 cc",,,,,,Euro 6,,,https://www.autoscout24.com/offers/audi-a4-avant-s-line-plus-t-leder-navi-xenon-sh-19-lm-gasoline-blue-e21578c0-2fea-4e86-acff-4cd12d6fe1bf,2024-03-27,AutoScout24,No
1a94d54874de47ceacbd180ef40a3e6c,Mercedes-Benz,E 200,BlueTEC Automatic Premium,"€ 14,900.-","117,500 km",Automatic,01/2015,Diesel,100 kW (136 hp),Dealer,7,"2,143 cc",4,"1,735 kg",,4.6 l/100 km (comb.),119 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mercedes-benz-e-200-bluetec-automatic-premium-diesel-black-1a94d548-74de-47ce-acbd-180ef40a3e6c,2024-03-27,AutoScout24,No
de402b0c41bb4a97bf7e248684dab15b,Volkswagen,Golf,Golf Comfortline 1.6 l TDI 85 kW (115 PS) 5-speed,"€ 14,950.-","109,710 km",Manual,06/2018,Diesel,85 kW (116 hp),Dealer,,"1,598 cc",,,,4.1 l/100 km (comb.),106 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volkswagen-golf-golf-comfortline-1-6-l-tdi-85-kw-115-ps-5-speed-diesel-grey-de402b0c-41bb-4a97-bf7e-248684dab15b,2024-03-27,AutoScout24,No
faa8cace51164215a617f7d88ee3b855,Ford,EcoSport,"1.5 TDCi 101CV ""ST LiNE"" PACK BLACK CARPLAY LED","€ 14,900.-","84,000 km",Manual,05/2018,Diesel,74 kW (101 hp),Dealer,6,"1,498 cc",4,"1,357 kg",,4.1 l/100 km (comb.),107 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/ford-ecosport-1-5-tdci-101cv-st-line-pack-black-carplay-led-diesel-silver-faa8cace-5116-4215-a617-f7d88ee3b855,2024-03-27,AutoScout24,No
59a469be1bf5415e94fe6f39edcd8003,Jaguar,XF,2.2 Diesel//GPS/Camera//Nieuw staat,"€ 14,999.-","80,127 km",Automatic,04/2014,Diesel,120 kW (163 hp),Dealer,,"2,179 cc",4,,,,135 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/jaguar-xf-2-2-diesel-gps-camera-nieuw-staat-diesel-black-59a469be-1bf5-415e-94fe-6f39edcd8003,2024-03-27,AutoScout24,No
9ed824368c754570a007546f687c55e6,Volkswagen,Golf,*1.2 TSI Allstar*,"€ 12,800.-","98,000 km",Manual,10/2017,Gasoline,81 kW (110 hp),Dealer,6,"1,197 cc",4,"1,210 kg",,4.9 l/100 km (comb.),114 g/km (comb.),Euro 6d,,,https://www.autoscout24.com/offers/volkswagen-golf-1-2-tsi-allstar-gasoline-grey-9ed82436-8c75-4570-a007-546f687c55e6,2024-03-27,AutoScout24,No
95c945bc1fc840d3b794f75fc08937f8,Audi,A3,1.4 TFSI cylinder on demand ultra Ambition,"€ 14,900.-","143,000 km",Manual,02/2015,Gasoline,110 kW (150 hp),Dealer,,"1,395 cc",,,,4.7 l/100 km (comb.),109 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/audi-a3-1-4-tfsi-cylinder-on-demand-ultra-ambition-gasoline-black-95c945bc-1fc8-40d3-b794-f75fc08937f8,2024-03-27,AutoScout24,No
3a675b081b224703a9fd17709e6f722b,Mazda,3,2.2 D*9.090€ HTVA*1er prop*Prêt à immat*,"€ 10,999.-1","105,826 km",Automatic,08/2014,Diesel,110 kW (150 hp),Dealer,6,"2,191 cc",4,"1,405 kg",,4.8 l/100 km (comb.),127 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mazda-3-2-2-d-9-090-htva-1er-prop-pret-a-immat-diesel-grey-3a675b08-1b22-4703-a9fd-17709e6f722b,2024-03-27,AutoScout24,No
590fc4fa7fb84f1897d792fd894dbc1a,Jeep,Renegade,4x4  2.0 MJT 140cv LIMITED,"€ 12,500.-","117,000 km",Manual,12/2014,Diesel,103 kW (140 hp),Dealer,6,"1,956 cc",4,"1,505 kg",,5.1 l/100 km (comb.),134 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/jeep-renegade-4x4-2-0-mjt-140cv-limited-diesel-black-590fc4fa-7fb8-4f18-97d7-92fd894dbc1a,2024-03-27,AutoScout24,No
9acb5389a1eb4939bcf3c88750a78ba8,Kia,Sportage,Platinum Edition 4WD 2.0 CRDi AHK Pano,"€ 14,990.-","127,430 km",Automatic,11/2015,Diesel,135 kW (184 hp),Dealer,6,"1,995 cc",4,"1,787 kg",,7.2 l/100 km (comb.),189 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/kia-sportage-platinum-edition-4wd-2-0-crdi-ahk-pano-diesel-black-9acb5389-a1eb-4939-bcf3-c88750a78ba8,2024-03-27,AutoScout24,No
561ae0d697874551b6e94fca56ddc190,Volkswagen,Golf,2.0 CR TDi R-Line / Highline DSG/ Garantie 12 Mois,"€ 14,990.-","127,500 km",Automatic,06/2016,Diesel,110 kW (150 hp),Dealer,6,"1,968 cc",4,"1,375 kg",,4.5 l/100 km (comb.),117 g/km (comb.),Euro 6d,,,https://www.autoscout24.com/offers/volkswagen-golf-2-0-cr-tdi-r-line-highline-dsg-garantie-12-mois-diesel-red-561ae0d6-9787-4551-b6e9-4fca56ddc190,2024-03-27,AutoScout24,No
050e7b5ad3ae46b1bca432afbcfe156f,Mazda,CX-3,2.0 Sports-Line AWD LED AHK R.Kamera,"€ 14,900.-","88,200 km",Manual,07/2015,Gasoline,110 kW (150 hp),Dealer,6,"1,998 cc",4,,,6.4 l/100 km (comb.),152 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/mazda-cx-3-2-0-sports-line-awd-led-ahk-r-kamera-gasoline-red-050e7b5a-d3ae-46b1-bca4-32afbcfe156f,2024-03-27,AutoScout24,No
78548103d52e4b33bdc1c271eb8b9f9c,Alfa Romeo,Giulietta,2.0 jtdm Distinctive 150cv E5+,"€ 8,900.-","143,000 km",Manual,09/2014,Diesel,110 kW (150 hp),Dealer,6,"1,956 cc",4,"1,320 kg",,4.2 l/100 km (comb.),110 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/alfa-romeo-giulietta-2-0-jtdm-distinctive-150cv-e5-diesel-grey-78548103-d52e-4b33-bdc1-c271eb8b9f9c,2024-03-27,AutoScout24,No
48e1290a42f846aa85db0684b7f613bd,Volkswagen,Golf,7 Comfortline 5trg. BMT mit Klima/Navi/PDC/ESP/Met,"€ 11,990.-","130,000 km",Manual,03/2016,Diesel,81 kW (110 hp),Dealer,5,"1,598 cc",4,"1,299 kg",,3.8 l/100 km (comb.),99 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/volkswagen-golf-7-comfortline-5trg-bmt-mit-klima-navi-pdc-esp-met-diesel-grey-48e1290a-42f8-46aa-85db-0684b7f613bd,2024-03-27,AutoScout24,No
2f68b5035d524ab9a9e34a016a439e09,DS Automobiles,DS 5,DS5 2.0 bluehdi Sport Chic s,"€ 9,900.-","115,000 km",Automatic,04/2015,Diesel,133 kW (181 hp),Dealer,6,"1,997 cc",4,"1,615 kg",,4.4 l/100 km (comb.),117 g/km (comb.),Euro 6,,,https://www.autoscout24.com/offers/ds-automobiles-ds-5-ds5-2-0-bluehdi-sport-chic-s-diesel-black-2f68b503-5d52-4ab9-a9e3-4a016a439e09,2024-03-27,AutoScout24,No
c99122d998bf420ba59613705d4e0cb3,Ford,Mondeo,1.6 TDCi 116CV,"€ 10,950.-","116,534 km",Manual,02/2015,Diesel,85 kW (116 hp),Dealer,6,"1,560 cc",4,"1,559 kg",,,94 g/km (comb.),Euro 5,,,https://www.autoscout24.com/offers/ford-mondeo-1-6-tdci-116cv-diesel-silver-c99122d9-98bf-420b-a596-13705d4e0cb3,2024-03-27,AutoScout24,No
