ID,Make,Model,Model Version,Price,Mileage,Gearbox,First Registration,Fuel Type,Power,Seller,Gears,Engine Size,Cylinders,Weight,Other Fuel Types,Fuel Consumption,CO2 Emissions,Emission Class,Site,Data,Portugal
2e575e34444a46939dec9af29d82aa10,Mercedes-Benz,A 180,-Klasse BlueEfficiency Navi Scheinwerferreg. SHZ P,"€ 13,490.-","104,000 km",Manual,07/2014,Gasoline,90 kW (122 hp),Dealer,6,"1,595 cc",4,"1,370 kg",,5.5 l/100 km (comb.)7.5 l/100 km (city)4.3 l/100 km (country),130 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:00:40.187066,No
bcff53dbd2e6477e9b1e614d510d22a9,Volkswagen,Golf,VII 1.4 TSI Comfortline Klima Einparkhilfe,"€ 12,450.-","96,400 km",Manual,10/2013,Gasoline,103 kW (140 hp),Dealer,,"1,395 cc",,,,5.2 l/100 km (comb.)6.4 l/100 km (city)4.5 l/100 km (country),119 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:00:42.583216,No
fdb61497ba604b83a986ba446657593a,BMW,328,i Sport Line+BUSINESS+HEAD UP+HARMAN/KARDON,"€ 13,990.-","125,238 km",Manual,08/2012,Gasoline,180 kW (245 hp),Dealer,,"1,997 cc",,,,6.4 l/100 km (comb.)8.5 l/100 km (city)5.2 l/100 km (country),149 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:00:46.908640,No
7b834b0dc8e940f8aa518e82e1264c4f,BMW,330,"i EXCLUSIVE EDITION HARMAN/K,MEMORY,TEMPOMAT","€ 14,880.-","114,000 km",Manual,03/2011,Gasoline,200 kW (272 hp),Dealer,6,"2,996 cc",6,"1,550 kg",,9 l/100 km (comb.)13.1 l/100 km (city)6.6 l/100 km (country),210 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:00:48.216559,No
e2c4eefae37e4b7db77370bff494d0ed,Audi,A4,2.0 TDi ** GPS ** XENON ** CLIM ** GARANTIE **,"€ 12,990.-","139,000 km",Manual,04/2013,Diesel,88 kW (120 hp),Dealer,6,"1,968 cc",4,"1,500 kg",,4.5 l/100 km (comb.)5.4 l/100 km (city)3.9 l/100 km (country),117 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:00:52.692083,No
b067b73dd2f74072a9459d71934eb03f,Audi,A1,1.2 TFSI Ambition Klimaautomatik Alu Allwette,"€ 11,490.-","55,664 km",Manual,08/2012,Gasoline,63 kW (86 hp),Dealer,,"1,197 cc",,,,,,Euro 5,AutoScout24,2023-09-06 15:00:55.998077,No
e45fa5825bb74b18be61b5bc0fda41a8,Audi,A1,1.4 TFSI *MMI Navi*Klimaauto.*Audi Sound*PDC*,"€ 12,790.-","81,800 km",Manual,06/2015,Gasoline,92 kW (125 hp),Dealer,6,"1,395 cc",4,"1,155 kg",,4.9 l/100 km (comb.)6.4 l/100 km (city)4.1 l/100 km (country),115 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:00:57.371204,No
d0b10eef2d1f44538c3c3eeba2980884,Audi,Q5,2.0 TFSI quattro Navi Clima Stoelverwarming PDC,"€ 14,950.-","130,211 km",Manual,12/2011,Gasoline,155 kW (211 hp),Dealer,6,"1,984 cc",4,"1,695 kg",,8.4 l/100 km (comb.),188 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:01.708264,No
78970908629a4f9197445ebe516da2b7,Audi,Q7,3.0 V6 tdi Advanced quattro 240cv tiptronic,"€ 12,500.-",10 km,Automatic,09/2010,Diesel,176 kW (239 hp),Dealer,6,"2,967 cc",6,"2,325 kg",,10.5 l/100 km (comb.),239 g/km (comb.),,AutoScout24,2023-09-06 15:01:05.242244,No
2628b06f549c49fb9827709da0dc0528,BMW,116,i Lim. /SERVICE NEU/TÜV NEU/ GARANTIE,"€ 10,990.-","130,000 km",Manual,09/2014,Gasoline,100 kW (136 hp),Dealer,,"1,598 cc",,,,5.6 l/100 km (comb.)7.3 l/100 km (city)4.7 l/100 km (country),133 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:01:10.625969,No
0da3ce726e3441db93f133cedcc3d3fa,BMW,X1,2.0 d sDrive20,"€ 8,900.-","130,397 km",Manual,08/2011,Diesel,120 kW (163 hp),Dealer,6,"1,995 cc",4,"1,565 kg",,5.3 l/100 km (comb.)6.4 l/100 km (city)4.7 l/100 km (country),139 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:18.420741,No
2c6ec5b2277b4c4491f1732662ef8729,Audi,A3,A3 SPB 2.0 TDI 170 CV F.AP. quattro Ambition,"€ 12,500.-","141,319 km",Manual,06/2012,Diesel,125 kW (170 hp),Dealer,6,"1,968 cc",4,,,5.2 l/100 km (comb.)6.1 l/100 km (city)4.6 l/100 km (country),135 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:20.926885,No
d462ee08531d4d74b209efea9251d758,BMW,318,Cabrio *Xenon*PDC*inkl. Winterräder* KeyLess,"€ 12,777.-","121,000 km",Manual,05/2011,Gasoline,105 kW (143 hp),Dealer,6,"1,995 cc",4,"1,670 kg",,6.6 l/100 km (comb.)8.4 l/100 km (city)5.6 l/100 km (country),154 g/km (comb.),,AutoScout24,2023-09-06 15:01:25.286828,No
25313ddd8bb44b8a88b28082aafd24a7,Mercedes-Benz,CLA 180,d  12355eur +BTW/TVA,"€ 14,950.-1","129,855 km",Manual,02/2017,Diesel,80 kW (109 hp),Dealer,6,"1,461 cc",4,"1,465 kg",,3.9 l/100 km (comb.)4.4 l/100 km (city)3.6 l/100 km (country),101 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:01:29.968075,No
5c17db5b63c840fa87fe5254b024601b,Renault,Megane,Grandtour 1.33 TCe Corporate Ed. GPF Business GPS,"€ 14,290.-1","51,588 km",Manual,04/2019,Gasoline,85 kW (116 hp),Dealer,6,"1,332 cc",4,,,5.2 l/100 km (comb.),141 g/km (comb.),Euro 6c,AutoScout24,2023-09-06 15:01:34.442814,No
fdc0eb9846394ef789111808123cc5df,BMW,318,"dat,PDC achteraan,Bluetooth,Navi","€ 13,500.-","110,000 km",Manual,01/2015,Diesel,105 kW (143 hp),Dealer,6,"1,995 cc",4,"1,555 kg",,4.9 l/100 km (comb.)6 l/100 km (city)4.3 l/100 km (country),128 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:35.800888,No
eb1961ffcb3e4eb69d526f9fd833fc08,Audi,A4,Limousine 1.8 TFSI Pro Line S / Volledig Audi deal,"€ 14,940.-","129,676 km",Manual,01/2014,Gasoline,125 kW (170 hp),Dealer,6,"1,798 cc",4,"1,405 kg",,5.7 l/100 km (comb.)7.4 l/100 km (city)4.8 l/100 km (country),134 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:40.222895,No
6fc5fd78b7a046bc9f1066416906054c,BMW,116,d Hatch Alu/Gps/Cruise/Pdc/Bt/Airco *1j garantie*,"€ 12,500.-","118,000 km",Manual,06/2015,Diesel,85 kW (116 hp),Dealer,6,"1,496 cc",3,"1,440 kg",,4.9 l/100 km (comb.)5.5 l/100 km (city)4.5 l/100 km (country),89 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:01:41.674368,No
83d45b48d50244708467ae9f6afdd87d,Peugeot,308,allure AUTOMAAT gps,"€ 14,490.-","92,666 km",Automatic,05/2018,Diesel,85 kW (116 hp),Dealer,6,"1,560 cc",,,,,,Euro 6,AutoScout24,2023-09-06 15:01:44.057652,No
ce1b32c9ce6b4582af185b20e65ce82b,Audi,A5,Cabriolet 1.8 TFSI S-Line,"€ 10,985.-","139,800 km",Manual,06/2010,Gasoline,118 kW (160 hp),Dealer,,"1,798 cc",,,,,,Euro 5,AutoScout24,2023-09-06 15:01:45.376816,No
d55c1853a1c84f898cf829503e8537f8,Audi,Q3,1.4 TFSI intro,"€ 13,490.-","148,474 km",Manual,02/2014,Gasoline,110 kW (150 hp),Dealer,,"1,395 cc",,"1,385 kg",,5.9 l/100 km (comb.),137 g/km (comb.),,AutoScout24,2023-09-06 15:01:49.853560,No
8e96750c7cbe42df8447d568ffe7abed,MINI,Cooper S Coupe,Harman Navi Xenon Leder Sitzh.,"€ 10,990.-","112,977 km",Manual,12/2011,Gasoline,135 kW (184 hp),Dealer,6,"1,598 cc",4,"1,240 kg",,5.8 l/100 km (comb.)7.3 l/100 km (city)5 l/100 km (country),136 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:01:54.316029,No
2d9279c2ea85448b92c10c00a57c8144,Cadillac,CTS,3.6L V6 AWD Sport Luxury Aut.,"€ 11,900.-","150,000 km",Automatic,08/2010,Gasoline,229 kW (311 hp),Dealer,6,"3,564 cc",6,"1,957 kg",,11.2 l/100 km (comb.)16.8 l/100 km (city)8 l/100 km (country),,,AutoScout24,2023-09-06 15:01:58.878392,No
f15e0a69e3a84feb91ab84784b764bd7,BMW,218,i Active Tourer Benzine Navi Garantie,"€ 13,499.-1","107,121 km",Manual,07/2017,Gasoline,100 kW (136 hp),Dealer,6,"1,499 cc",3,"1,415 kg",,5.1 l/100 km (comb.)6.3 l/100 km (city)4.5 l/100 km (country),119 g/km (comb.),,AutoScout24,2023-09-06 15:02:03.393345,No
cf7b647224364b49ae8f42c3431962f9,Audi,A1,1.4 TFSI S tronic Ambition,"€ 13,900.-","107,096 km",Automatic,01/2013,Gasoline,136 kW (185 hp),Dealer,,"1,390 cc",,,,5.9 l/100 km (comb.)7.5 l/100 km (city)5.1 l/100 km (country),139 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:02:05.711178,No
e46337a779e646ac9a88d6b08b406348,Audi,A1,1.4 TFSI 2X S-Line Black Pack 185Pk Automaat (NAVI,"€ 13,745.-","142,646 km",Automatic,06/2012,Gasoline,136 kW (185 hp),Dealer,7,"1,390 cc",4,"1,165 kg",,5.9 l/100 km (comb.)7.5 l/100 km (city)5.1 l/100 km (country),139 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:02:08.833419,No
0e28b3c31ad24921b13266574d364417,BMW,116,d 2.0 116CV 5 porte Eletta DPF,"€ 8,800.-","124,030 km",Manual,02/2011,Diesel,85 kW (116 hp),Dealer,6,"1,995 cc",4,"1,380 kg",,4.5 l/100 km (comb.)5.4 l/100 km (city)4 l/100 km (country),118 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:02:12.180897,No
72616275955849db9d1192037a9c454c,Mercedes-Benz,CLA 220,leds camera zetelverw. airco navi cruise control s,"€ 25,990.-1","70,337 km",Automatic,07/2019,Gasoline,140 kW (190 hp),Dealer,1,"1,991 cc",,,,6 l/100 km (comb.),138 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:02:17.608374,No
c40fb2fda12848f68c0a41b149a4439e,Ford,Fiesta,*  St Ultimate - 5 stuks in voorraad *,"€ 27,198.-1",2 km,Manual,-,Gasoline,147 kW (200 hp),Dealer,6,"1,499 cc",3,"1,164 kg",,6.4 l/100 km (comb.),145 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:02:21.988646,No
ea2ff1e8e528417f9d28eb4a26713a75,Ford,Fiesta,*  St Ultimate - 5 stuks in voorraad *,"€ 27,198.-1",2 km,Manual,-,Gasoline,147 kW (200 hp),Dealer,6,"1,499 cc",3,"1,164 kg",,6.4 l/100 km (comb.),145 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:02:26.432291,No
d1b1f529eb85445fbd51a8f0e1f3796b,Ford,Fiesta,*  St Ultimate - 5 stuks in voorraad *,"€ 27,198.-1",2 km,Manual,-,Gasoline,147 kW (200 hp),Dealer,6,"1,499 cc",3,"1,164 kg",,6.4 l/100 km (comb.),145 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:02:30.510424,No
1da085bbc53e4eb4bd2d9d6a83afa484,Mazda,MX-30,e-SKYACTIV KOM-P SHZ NAVI ACC HUD LED,"€ 20,990.-1","5,800 km",Automatic,08/2021,Electric,107 kW (145 hp),Dealer,,,,"1,750 kg",Electricity,,,Euro 6d,AutoScout24,2023-09-06 15:02:33.970699,No
54d2805acd40429ea345019b032b6435,Audi,Q3,35 TDi Business Ed. S-Tronic LEDER/CUIR LED GPS PD,"€ 24,990.-1","112,162 km",Automatic,08/2019,Diesel,110 kW (150 hp),Dealer,7,"1,968 cc",4,,,4.7 l/100 km (comb.),153 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:02:37.416281,No
fc1b841bc60b4e40b157cba2ba61a2f5,Volkswagen,up!,ACTIVE 1.0 5-Gang,"€ 15,950.-1","5,000 km",Manual,06/2023,Gasoline,48 kW (65 hp),Dealer,5,,3,991 kg,,,,Euro 6,AutoScout24,2023-09-06 15:02:40.893577,No
9a19f3222c414017b71c35f5ea9329c0,Ford,Mustang,3.7i * Garantie 12 mois * camera *,"€ 27,490.-","17,000 km",Manual,02/2017,Gasoline,224 kW (305 hp),Dealer,6,"3,731 cc",4,"1,655 kg",,8 l/100 km (comb.),261 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:02:43.232435,No
243326ab64064ef591473bafa1184ad4,Lexus,GS 450h,Luxury Line *Leder*Navi*HUD*M.Levinson*,"€ 28,870.-","87,000 km",Automatic,10/2012,Electric/Gasoline,254 kW (345 hp),Dealer,1,"3,456 cc",6,"1,895 kg",Electricity,5.9 l/100 km (comb.),137 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:02:46.717428,No
329778458a8843e2b47f4b141f019086,Alfa Romeo,Giulia,Super,"€ 27,995.-","52,096 km",Automatic,10/2020,Diesel,118 kW (160 hp),Dealer,8,"2,143 cc",,,,,,Euro 6,AutoScout24,2023-09-06 15:02:50.277576,No
d8bf8e529c96425da1cc84923aa49764,Audi,Q3,35 TFSI LED Digital cockpit Dode hoek Lane assist,"€ 23,990.-1","78,373 km",Manual,06/2019,Gasoline,110 kW (150 hp),Dealer,6,"1,498 cc",,,,5.7 l/100 km (comb.),156 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:02:53.605031,No
7eb3724ac61543759d2b666371d151df,Dodge,Charger,"5,7 Hemi","€ 26,500.-","44,100 km",Automatic,11/2017,Gasoline,276 kW (375 hp),Dealer,,"5,654 cc",8,,,,,,AutoScout24,2023-09-06 15:02:58.073220,No
63fc1068c3384df689a4cc60a9033f54,Audi,A4,Avant sport 3.0 TDI qu. S tronic Nav+ B&O LED HuD,"€ 22,880.-1","146,307 km",Automatic,07/2018,Diesel,160 kW (218 hp),Dealer,7,"2,967 cc",6,"1,735 kg",,5.1 l/100 km (comb.)4.6 l/100 km (city)4.8 l/100 km (country),126 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:03:01.579052,No
900dba2f3ead45ba9140ddb6abce21ea,Audi,A6,2.0 TDi ultra Sport Edition S tronic,"€ 22,999.-1","125,000 km",Automatic,08/2017,Diesel,110 kW (150 hp),Dealer,7,"1,968 cc",4,"1,800 kg",,4.4 l/100 km (comb.)4.9 l/100 km (city)4.1 l/100 km (country),115 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:03:03.137132,No
6d728243aa0c4e1b8dd67efaf806b245,Audi,Q3,35 TFSI S-Line Business+ LEDER/CUIR LED GPS PDC CA,"€ 27,890.-1","45,160 km",Manual,06/2019,Gasoline,110 kW (150 hp),Dealer,6,"1,498 cc",4,,,5.8 l/100 km (comb.),160 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:07.667177,No
12856801f2b14cf392322dfa6452acdd,Volkswagen,Taigo,1.0 TSI LIFE 95cv con DESIGN PACK,"€ 22,645.-1",1 km,Manual,-,Gasoline,95 kW (129 hp),Dealer,6,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:12.424501,No
59365a3d15344af58a7e057830f03e0c,Mercedes-Benz,CLA 180,SB AUT Business Solution Plus Progressive LEDER/ST,"€ 27,990.-1","34,248 km",Automatic,06/2020,Gasoline,100 kW (136 hp),Dealer,7,"1,332 cc",4,,,5.4 l/100 km (comb.),140 g/km (comb.),Euro 6d,AutoScout24,2023-09-06 15:03:14.899950,No
4d92274936ef4f11a1db98ca7a2ea5a5,Volkswagen,Golf,"1.5 eTSI Sportline 150Pk Automaat (APPLE CARPLAY,","€ 27,945.-","13,525 km",Automatic,09/2020,Electric/Gasoline,-,Dealer,7,"1,498 cc",4,"1,280 kg",Electricity,5.7 l/100 km (comb.),108 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:03:16.555377,No
762f4455c48d47e3b0fb25d2e637f9da,Volkswagen,up!,up! Move up 1.0 EVO 65cv,"€ 17,100.-1",1 km,Manual,-,Gasoline,48 kW (65 hp),Dealer,5,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:19.896313,No
1848e89ada8347f4b3db5c5edc07f88d,Volkswagen,Passat Variant,2.0 TSI Highline BMT 4M DSG,"€ 27,980.-","57,871 km",Automatic,03/2018,Gasoline,206 kW (280 hp),Dealer,,"1,984 cc",,,,,,Euro 6,AutoScout24,2023-09-06 15:03:27.674590,No
2dad345e5b2b4ed0906a8ecede96814a,Cupra,Leon,ST 1.4 e-HYBRID NAVI KAMERA SHZ ACC MEMO,"€ 23,980.-1","62,762 km",Automatic,06/2021,Electric/Gasoline,180 kW (245 hp),Dealer,,"1,395 cc",,,Electricity,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:30.026150,No
3966992ac27640c29add3c61b8cdd906,Volkswagen,T-Roc,1.0 TSI STYLE 110cv con TECH PACK,"€ 28,650.-1",-,Manual,-,Gasoline,81 kW (110 hp),Dealer,6,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:32.522357,No
4c02996d8f34449e9558a3c5610ae3cf,Jaguar,E-Pace,P200 AWD Carplay Sitzhzg Kamera,"€ 27,910.-1","28,858 km",Automatic,06/2020,Gasoline,147 kW (200 hp),Dealer,9,"1,997 cc",4,"1,832 kg",,8 l/100 km (comb.)10.1 l/100 km (city)6.8 l/100 km (country),182 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:37.055784,No
c4a176e3c7fa49bd9d34a9d5c2d338ab,Hyundai,Genesis,"3,8 V6 GDi HTRAC Automatik *PANO*HUD*LEDER*","€ 23,900.-1","89,710 km",Automatic,04/2016,Gasoline,232 kW (315 hp),Dealer,,"3,778 cc",,"2,150 kg",,,,Euro 5,AutoScout24,2023-09-06 15:03:39.555233,No
2e74343787244581b40a38eb26d67497,Audi,A5,Sportback 2.0TFSI ULTRA SPORT S-TRONIC open dak le,"€ 27,990.-1","85,320 km",Automatic,08/2018,Electric/Gasoline,140 kW (190 hp),Dealer,1,"1,984 cc",4,,Electricity,5.6 l/100 km (comb.),128 g/km (comb.),Euro 6c,AutoScout24,2023-09-06 15:03:40.881634,No
637fb777c2ad493994b0d956efaafd5e,Volkswagen,T-Cross,1.0 TSI STYLE 95cv con TECH PACK INCLUSO,"€ 22,499.-1",1 km,Manual,-,Gasoline,70 kW (95 hp),Dealer,5,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:44.394956,No
304035b350fa45088e05f45071cd4f7f,Volvo,V60,2.0 T8 TE INSCRIPTION Geartronic Plug in Hybride L,"€ 29,990.-1","99,994 km",Automatic,04/2019,Electric/Gasoline,223 kW (303 hp),Dealer,1,"1,969 cc",,,Electricity,28 l/100 km (comb.),50 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:48.780902,No
9178992b30644b37bc86d8df57b52a1e,Volkswagen,T-Cross,1.0 TSI  STYLE 110cv con TECH PACK,"€ 23,649.-1",1 km,Manual,-,Gasoline,81 kW (110 hp),Dealer,6,,4,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:03:53.200250,No
7f7f8fd57f32414baf4d85e1feeb7602,Mercedes-Benz,E 200,Xenon Bluetooth PDC MP3 Schn. Kurvenlicht,"€ 25,490.-","61,996 km",Manual,05/2017,Gasoline,135 kW (184 hp),Dealer,6,"1,991 cc",4,"1,585 kg",,6.1 l/100 km (comb.)8.3 l/100 km (city)4.8 l/100 km (country),142 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:03:56.895284,No
350dd8c1caad4237b0ccb41f3e39c5de,Jaguar,F-Pace,30d R-Sport AWD Allrad Sportpaket AHK Navi Meridia,"€ 23,488.-","142,500 km",Automatic,08/2016,Diesel,221 kW (300 hp),Dealer,8,"2,993 cc",6,"1,884 kg",,6 l/100 km (comb.)6.9 l/100 km (city)5.6 l/100 km (country),159 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:03:58.402623,No
8cba5be1c77f4d19b9d9d5449934bdf1,Mazda,MX-30,e-SKYACTIV Head-up|LED|Navi|ACC|Kamera,"€ 19,989.-1","15,091 km",Automatic,08/2021,Electric,107 kW (145 hp),Dealer,1,,,"1,720 kg",Electricity,,,,AutoScout24,2023-09-06 15:03:59.790206,No
968b6efcc3404c2099dac7864ee49d02,Volkswagen,ID.3,1st Max Pro Performance | MATRIX PANO ACC,"€ 28,890.-1","18,736 km",Automatic,10/2020,Electric,150 kW (204 hp),Dealer,1,,,"1,794 kg",Electricity,,,,AutoScout24,2023-09-06 15:04:01.307830,No
310c77f17d694c36a6e72cce37d7e6f1,Cupra,Leon,1.4 e-Hybrid *Kamera*ACC*LED*Winter*Navi*,"€ 27,480.-1","33,678 km",Automatic,04/2021,Electric/Gasoline,180 kW (245 hp),Dealer,6,"1,395 cc",4,"1,641 kg",Electricity,,,Euro 6d,AutoScout24,2023-09-06 15:04:05.660276,No
cbfd17981844462bad6e0e731b7594e2,Audi,A4,Avant S line 30 TDI S tronic Navi LED Tour RKam...,"€ 25,880.-1","109,788 km",Automatic,03/2020,Diesel,100 kW (136 hp),Dealer,7,"1,968 cc",4,"1,610 kg",,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:08.134624,No
391cc8bba8344f2fa7e02c758df2e4bc,Hyundai,KONA,Electro Premium (150kW) Glas-Schiebedach,"€ 23,450.-1","41,230 km",Automatic,09/2019,Electric,150 kW (204 hp),Dealer,,,,,Electricity,,,Euro 6d,AutoScout24,2023-09-06 15:04:12.611818,No
4ba62c2fa39743baa478deaecf9aae30,Volkswagen,T-Roc,1.0 TSI LIFE 110cv,"€ 25,990.-1",1 km,Manual,-,Gasoline,81 kW (110 hp),Dealer,6,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:15.014763,No
6c406f7eca694a479aa5eb3cc9078b84,Volkswagen,T-Roc,2.0 TDI DSG 4Motion IQ.DRIVE Klima Navi,"€ 21,500.-1","83,456 km",Automatic,07/2019,Diesel,110 kW (150 hp),Dealer,,"1,968 cc",4,"1,530 kg",,5 l/100 km (comb.)5.8 l/100 km (city)4.6 l/100 km (country),132 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:04:18.781710,No
efeedc9039e54a8fa69e32bf82a9301d,SEAT,Ateca,FR 4Drive LED NAVI PANO Keyless Mirrorlink,"€ 28,480.-1","37,490 km",Automatic,12/2019,Gasoline,140 kW (190 hp),Dealer,7,"1,984 cc",4,"1,541 kg",,6.9 l/100 km (comb.)8.6 l/100 km (city)5.9 l/100 km (country),164 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:21.403972,No
717635600ff4456db61b442e308fd2b9,BMW,M3,"Coupe,LCI,  H/K, BBS, Navi Prof.","€ 44,995.-","115,435 km",Automatic,06/2011,Gasoline,309 kW (420 hp),Dealer,,"3,999 cc",,,,11.9 l/100 km (comb.)17 l/100 km (city)9 l/100 km (country),285 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:04:24.630025,No
