ID,Make,Model,Model Version,Price,Mileage,Gearbox,First Registration,Fuel Type,Power,Seller,Gears,Engine Size,Cylinders,Weight,Other Fuel Types,Fuel Consumption,CO2 Emissions,Emission Class,Site,Portugal
9d8721e99ef3489f8ca41adde85d2336,Mercedes-Benz,E 250,CDI DPF BlueEFFICIENCY 7G-TRONIC,"€ 14,999.-","184,000 km",Automatic,04/2011,Diesel,150 kW (204 hp),Private seller,7,"2,143 cc",4,"1,735 kg",,4.9 l/100 km (comb.)6.2 l/100 km (city)4.2 l/100 km (country),,,AutoScout24,No
5d8796fdacbc49d39cfa139ad16df493,BMW,118,d,"€ 10,000.-","146,000 km",Manual,05/2012,Diesel,105 kW (143 hp),Private seller,6,"1,995 cc",4,"1,425 kg",,,,Euro 5,AutoScout24,No
258dab4882d74c63b85a80d9dcb4655d,Alfa Romeo,Giulietta,1.6 jtdm Exclusive 120cv,"€ 10,500.-","105,740 km",Manual,11/2015,Diesel,88 kW (120 hp),Private seller,6,"1,598 cc",4,"1,310 kg",,3.9 l/100 km (comb.)4.9 l/100 km (city)3.3 l/100 km (country),90 g/km (comb.),Euro 6,AutoScout24,No
13e2ff293819486987464597f54b49ab,Volkswagen,Tiguan,2.0 TDI DPF 4Motion DSG Sport & Style,"€ 12,199.-","218,000 km",Automatic,12/2011,Diesel,103 kW (140 hp),Private seller,7,"1,968 cc",4,"1,675 kg",,6.2 l/100 km (comb.)7.8 l/100 km (city)5.2 l/100 km (country),,,AutoScout24,No
9d481aa499c94b7abef167406fbe5ce7,Citroen,C3,1.2i PureTech Highlight S,"€ 10,800.-","86,900 km",Manual,01/2019,Gasoline,61 kW (83 hp),Private seller,5,"1,199 cc",3,"1,055 kg",,,,Euro 6d,AutoScout24,No
ac89572bfdfb40fe8149a1833dd67f0f,Audi,A3,2.0 TDi Attraction _ Airco _ GPS,"€ 10,500.-","166,660 km",Manual,07/2015,Diesel,110 kW (150 hp),Private seller,6,"1,968 cc",4,"1,355 kg",,,,Euro 6,AutoScout24,No
9474a539514d4e7a8340c99cc8ef423a,SEAT,Leon,Leon ST 1.6 TDI Euro 6 Business Led-Matrix,"€ 10,900.-1","114,950 km",Manual,03/2017,Diesel,85 kW (116 hp),Private seller,5,"1,600 cc",4,,,4 l/100 km (comb.),,Euro 6,AutoScout24,No
f69d098012c446e989def2dff65cce78,Volkswagen,Golf Variant,1.4 TSI Trendline,"€ 6,900.-","151,700 km",Manual,05/2011,Gasoline,90 kW (122 hp),Private seller,6,"1,390 cc",4,"1,394 kg",,,,Euro 5,AutoScout24,No
e9d25f55e18849b5b7db5f4a51f91b69,Hyundai,i30,i30 1.6 crdi Comfort 110cv,"€ 12,200.-","60,000 km",Manual,10/2017,Diesel,81 kW (110 hp),Private seller,6,"1,600 cc",4,,,5 l/100 km (comb.)6 l/100 km (city)4 l/100 km (country),,Euro 6,AutoScout24,No
956496f7e080483a94f5cd4a83d52d4b,Mercedes-Benz,GLK 220,GLK-Klasse BlueTEC 4Matic 7G-TRONIC,"€ 14,450.-","275,000 km",Automatic,08/2012,Diesel,125 kW (170 hp),Private seller,7,"2,143 cc",4,"1,925 kg",,6.1 l/100 km (comb.)7 l/100 km (city)5.5 l/100 km (country),,,AutoScout24,No
fb1956cfb6564cfabacdac24f8a926b8,Ford,Fiesta,Fiesta 1.6 EcoBoost mit Leder-Sport-Paket ST,"€ 12,000.-","100,000 km",Manual,03/2015,Gasoline,134 kW (182 hp),Private seller,6,"1,596 cc",4,"1,163 kg",,5.9 l/100 km (comb.)7.9 l/100 km (city)4.8 l/100 km (country),138 g/km (comb.),Euro 6,AutoScout24,No
8140533cea0647b8a71d0a3142cc912b,Skoda,Superb,Combi 1.8 TSI DSG Ambition,"€ 13,400.-","108,000 km",Automatic,04/2013,Gasoline,118 kW (160 hp),Private seller,7,"1,798 cc",4,"1,545 kg",,7.3 l/100 km (comb.)9.5 l/100 km (city)5.9 l/100 km (country),173 g/km (comb.),Euro 5,AutoScout24,No
11ee5992429641629ee1873604e59d14,Ford,Fiesta,Fiesta Active Color. B&O Sound. NAVI 74KW,"€ 13,500.-","79,000 km",Manual,12/2019,Gasoline,74 kW (101 hp),Private seller,6,998 cc,,,,4.9 l/100 km (comb.)5.9 l/100 km (city)4.3 l/100 km (country),112 g/km (comb.),Euro 6c,AutoScout24,No
d07eaef032814227b5d2ce574408fa4f,Volkswagen,Polo,1.2 TDI Bl.M. Comfl.,"€ 5,500.-","261,460 km",Manual,10/2012,Diesel,55 kW (75 hp),Private seller,5,"1,199 cc",3,"1,050 kg",,3.4 l/100 km (comb.)4.1 l/100 km (city)3 l/100 km (country),89 g/km (comb.),Euro 5,AutoScout24,No
cc818107bd24417bb19e4fb9d4bf9b55,Audi,A1,1.2 TFSI Admired,"€ 13,500.-","107,854 km",Manual,01/2014,Gasoline,63 kW (86 hp),Private seller,5,"1,197 cc",4,"1,040 kg",,5.1 l/100 km (comb.)6.2 l/100 km (city)4.4 l/100 km (country),118 g/km (comb.),Euro 5,AutoScout24,No
54ef829a9e7b48e39b21bbf3add5aa85,Opel,Astra,1.0 Online Ed.,"€ 12,950.-","107,000 km",Manual,11/2018,Gasoline,77 kW (105 hp),Private seller,5,999 cc,3,"1,163 kg",,4.4 l/100 km (comb.)5.4 l/100 km (city)3.9 l/100 km (country),102 g/km (comb.),Euro 6,AutoScout24,No
ac28ff1da53c4a0d8845e2c5a5ec8425,MINI,Cooper D Cabrio,Mini Cooper D Cabrio Aut.,"€ 14,000.-","119,370 km",Automatic,12/2016,Diesel,85 kW (116 hp),Private seller,,"1,496 cc",3,"1,265 kg",,3.9 l/100 km (comb.)4.4 l/100 km (city)3.7 l/100 km (country),,,AutoScout24,No
3042ea8649714c44902ed6ec24fc3dab,Mercedes-Benz,ML 300,CDI 4Matic,"€ 12,850.-","212,000 km",Automatic,01/2010,Diesel,173 kW (235 hp),Private seller,7,"2,987 cc",,,,,,Euro 5,AutoScout24,No
